opponent,mine,index
f1g1,h2g2,40
g1h1,c6d4,41
d1d4,g2h2,34
h1g1,a2g2,33
g1f1,g2c2,28
d4f4,h4f6,2
f4f6,f7f6,2
f1g1,h2d2,34
a8f8,f6g5,3
f8f1,h7h5,26
f1e1,g5h6,27
b3b4,h5h4,25
a4a5,h4h3,25
a5a6,h3h2,25
g1h1,g6g5,23
e1e6,h6h5,2
e6e1,b7a6,23
b4b5,a6b5,22
e1f1,b5b4,23
f1b1,b4b3,23
b1a1,b3b2,23
a1f1,c2c1,24
f1g1,h2g1q,34
e2e4,g7g6,19
d2d4,d7d6,20
f1c4,g8f6,27
b1c3,f8g7,30
g1f3,c8g4,33
h2h3,g4f3,35
d1f3,e8g8,29
e1g1,b8c6,27
start,d2d4,19
d7d5,c1f4,26
c8f5,e2e3,30
b8c6,f1b5,37
g8f6,g1f3,40
d8d7,c2c3,41
a7a6,b5c6,42
d7c6,b1d2,35
e7e6,f3e5,37
c6b5,a2a4,40
b5b2,a1b1,41
b2c3,b1b3,37
f5c2,d1c1,38
c3a5,c1c2,36
a5a4,e1g1,51
e8c8,e5f7,50
h8g8,f7d8,51
c8d8,c2c7,45
d8e8,b3b7,47
f6d7,c7c8,43
e8f7,b7d7,46
f7f6,f4e5,46
f6f5,d7f7,47
f5g6,c8e6,51
g6h5,f7f5,50
g7g5,f2f4,45
g8g6,f5g5,42
g6g5,e6h3,43
h5g6,f4g5,35
a4e8,h3h6,40
f8h6,f1f6,32
g6g5,d2f3,32
g5h5,h2h3,27
h6e3,g1h2,2
a6a5,g2g4,25
d2d4,g7g6,19
c1f4,g8f6,20
e2e3,f8g7,22
b1d2,e8g8,25
c2c3,d7d6,24
g1f3,c8f5,31
f3g5,b8c6,35
g5f3,f5g4,39
f1e2,g4f3,36
d2f3,e7e6,30
h2h3,f6e4,31
e1g1,d8e7,40
d1b3,e6e5,43
f4h2,e5d4,39
c3d4,b7b6,42
b3b5,e7d7,42
b5d5,e4f6,41
d5c6,d7c6,31
e2d3,f6d5,36
e3e4,d5b4,37
d3b1,f7f5,39
f1e1,f8e8,42
e4f5,e8e1,47
f3e1,b4d5,40
f5g6,h7g6,34
b1e4,c6c4,34
e4g6,c4d4,38
a1b1,d5f4,39
e1f3,d4f6,40
g6c2,a8e8,38
b1e1,f6b2,45
c2b3,g8f8,7
e1e8,f8e8,0
h2f4,b2b1,30
f3e1,b1e1,31
g1h2,e1f2,36
b3a4,e8d8,5
f4g3,g7e5,35
g3e5,d6e5,28
a4b3,e5e4,29
h2h1,e4e3,29
b3e6,e3e2,24
h1h2,e2e1q,25
a2a4,e1g1,41
start,d2d4,19
g8f6,c1f4,27
d7d5,e2e3,30
b8d7,g1f3,37
e7e6,f1d3,36
c7c5,b1d2,44
f8e7,c2c3,46
e8g8,e1g1,50
c5c4,d3c2,42
b7b5,f3e5,39
d8b6,e5d7,44
f6d7,d1h5,40
g7g6,h5h6,51
a7a5,d2f3,45
a8a7,f3g5,44
e7g5,f4g5,40
e6e5,f2f4,40
e5d4,e3d4,42
f7f5,g2g4,37
f5g4,f4f5,38
g6f5,c2f5,47
b6h6,g5h6,37
f8e8,a1e1,35
e8e1,f1e1,25
a7a6,e1e8,37
g8f7,e8c8,37
a6h6,f5d7,29
b5b4,d7c6,27
f7f6,c8f8,24
f6e6,f8a8,30
h6h3,a8a5,23
b4c3,b2c3,23
h3c3,c6d5,22
e6f5,d5g8,25
f5f4,g8h7,25
g4g3,h2g3,27
f4g4,a2a4,26
c3g3,g1f2,3
g3c3,a5f5,22
c3d3,a4a5,20
c4c3,f5g5,19
g4g5,h7d3,11
g5f6,a5a6,20
f6e6,a6a7,19
e6d5,a7a8q,22
d5d4,a8e4,38
d4c5,e4c4,38
c5d6,c4c3,35
d6d5,c3c4,38
d5e5,c4e4,37
e5f6,e4d5,38
f6e7,d3b5,42
e7f8,d5d7,41
f8g8,b5d3,35
g8f8,d3g6,38
f8g8,d7h7,39
g8f8,h7f7,30
e2e4,g7g6,19
f2f4,g8f6,20
b1c3,d7d6,22
f1c4,f8g7,30
g1f3,e8g8,33
e1g1,c8g4,31
d2d4,g4f3,33
d1f3,b8d7,27
e4e5,d6e5,29
f4e5,f6h5,27
c3e4,e7e6,27
c1g5,d8e8,30
f3b3,b7b6,28
g2g4,f7f5,26
g4f5,g6f5,30
c4e6,g8h8,3
f1f5,e8g6,29
a1f1,a8d8,34
e6d7,d8d7,30
f5f8,g7f8,0
f1f8,h8g7,1
start,d2d4,19
f7f5,c1f4,27
g8f6,e2e3,31
e7e6,g1f3,38
f8e7,f1c4,37
d7d5,c4d3,40
e8g8,b1d2,40
c7c5,c2c3,44
f6e4,e1g1,46
d8b6,a1b1,42
b6a5,a2a3,39
b8c6,f4e5,38
e4d2,d1d2,38
c6e5,f3e5,34
c5c4,d3c2,34
e7f6,f2f4,36
a5c7,g2g3,38
b7b5,d2d1,39
a7a5,d1h5,35
f6e5,f4e5,39
c8d7,g3g4,39
h7h6,g4f5,35
e6f5,c2f5,38
f8f5,f1f5,31
d7e8,h5h4,34
c7b6,b1f1,36
b6g6,g1h1,5
e8d7,f5f4,35
g6c2,h4e7,33
c2f5,f4f5,35
d7f5,f1f5,34
b5b4,e7d6,34
g8h7,d6d5,34
a8e8,d5f7,34
e8c8,f5f6,32
b4c3,b2c3,36
c8b8,f6h6,33
h7h6,e5e6,27
b8b1,h1g2,1
b1b2,g2f3,6
b2h2,e6e7,21
h2h3,f3e2,5
h3h2,e2d1,4
h2h1,d1d2,3
h1h2,d2c1,3
h2h1,c1b2,3
h1h2,b2c1,3
h2h1,c1d2,3
h1h2,d2e1,3
h2h1,f7f1,3
h1f1,e1f1,2
g7g6,e7e8q,11
h6h5,d4d5,24
h5g5,d5d6,24
g5h5,d6d7,24
h5g4,d7d8q,23
g6g5,e8e4,36
g4h3,d8h8,46
h3g3,h8e5,43
g3h3,e5g5,41
h3h2,e4h4,45
e2e4,g7g6,19
d2d4,g8f6,20
b1c3,d7d6,22
c1g5,f8g7,29
e4e5,f6h5,32
f1c4,b8d7,32
e5d6,c7d6,31
c3b5,e8g8,30
d1e2,a7a6,26
b5c3,d8a5,27
g5e7,f8e8,36
e1f1,g8h8,39
a1d1,b7b5,41
c4b3,d7b6,35
g2g3,c8e6,35
d4d5,e6d7,40
d1e1,b5b4,39
g3g4,h5f4,41
e2e4,g7h6,46
e7f6,h8g8,1
g1e2,f4e2,41
e4e2,b4c3,40
f6c3,a5b5,43
e2b5,d7b5,37
f1g2,a8c8,38
c3d4,c8b8,41
h2h4,g6g5,38
d4b6,g8f8,30
b6c7,b8c8,27
c7d6,f8g8,2
d6e7,b5c4,26
d5d6,c4b5,23
h4g5,h6g5,24
e7g5,c8b8,30
b3d5,e8f8,27
d5e4,g8g7,23
a2a4,b5a4,25
g2f3,b8b2,27
h1h7,g7g8,0
g5f6,a4c2,20
h7g7,g8h8,0
start,d2d4,19
d7d5,c1f4,26
b8c6,e2e3,30
g7g6,g1f3,37
f8g7,c2c3,36
b7b6,f1b5,37
c8b7,b5c6,42
b7c6,b1d2,35
c6d7,e1g1,37
g8f6,f4g5,34
e8g8,f3e5,31
d7f5,e5c6,42
d8d6,g5f6,41
g7f6,c6b4,37
c7c5,b4c2,35
f5d3,f1e1,31
d6c6,c2a3,31
f6g7,b2b4,34
e7e5,d4c5,35
e5e4,a1c1,32
b6c5,b4b5,31
c6d7,d2b3,29
d7c7,f2f3,28
a8d8,f3e4,26
c5c4,b3d2,28
d5e4,d1g4,27
h7h5,g4f4,36
g7e5,f4h4,35
f7f5,h4g5,32
e5h2,g1h1,1
g8g7,d2f1,30
h2d6,b5b6,26
a7b6,a3b5,26
c7d7,a2a4,29
d6e7,g5f4,28
g6g5,f4f2,31
h5h4,c1a1,29
e7c5,b5d4,32
f5f4,e3f4,35
f8f4,f2d2,38
d7c8,d2b2,36
d8f8,f1d2,39
c8g4,d2e4,39
d3e4,d4b5,35
d2d4,g7g6,19
c2c4,g8f6,20
g1f3,d7d6,22
g2g3,f8g7,30
f1g2,e8g8,33
e1g1,c8f5,31
d1b3,b8d7,36
f3h4,e7e6,36
b3b7,a8b8,33
b7f3,c7c5,37
f3e3,f6g4,38
e3a3,c5d4,45
h2h3,g4e5,45
h4f5,e6f5,39
a3a7,e5c4,36
b2b3,c4b6,39
c1d2,d7c5,30
f1e1,c5e4,37
a7a3,e4d2,36
b1d2,d4d3,29
a1d1,d3e2,33
e1e2,g7c3,32
a3c1,c3d2,35
e2d2,d8g5,25
c1b2,f5f4,29
h3h4,g5g4,34
b2d4,g6g5,33
d2d3,g5h4,32
g2f3,g4h3,32
f3g2,h3g4,30
g2f3,g4h3,32
g3f4,h3f5,29
g1h2,f8c8,35
d1g1,g8f8,3
d4d6,f8e8,0
d3e3,f5e6,2
f3e2,e6e3,23
f2e3,c8d8,19
e2b5,b6d7,1
a2a4,b8b6,10
b5d7,d8d7,0
start,d2d4,19
g8f6,c1f4,27
e7e6,e2e3,31
d7d5,c2c3,37
f8e7,g1f3,38
e8g8,b1d2,37
b8d7,f1d3,38
c7c5,e1g1,50
c5c4,d3c2,42
d8b6,f3e5,39
b6b2,c2a4,42
d7b6,a4c2,41
b6d7,c2a4,42
b2c3,a1c1,40
c3a5,a4c2,41
g7g6,f4h6,39
f8e8,d2f3,41
e7d6,h2h3,36
e8e7,h6f4,37
a5d8,e5d7,37
e7d7,f4g5,33
a8b8,e3e4,29
d5e4,c2e4,29
d6e7,f3e5,39
d7d4,d1f3,48
h7h6,g5h6,49
d8a5,f3e3,49
d4e4,e5c4,45
a5a2,e3g3,41
f6d7,h6f4,42
e4c4,f4b8,31
a7a5,c1a1,33
a2e2,b8a7,36
e7h4,g3b3,36
d7c5,a7c5,37
c4c5,a1a2,36
e2e4,f2f3,36
e4c6,g2g4,35
c5c3,b3d1,35
h4g5,f3f4,33
c6c5,g1h2,5
c5e3,f4g5,35
e3h3,h2g1,0
c3g3,a2g2,1
d2d4,g7g6,19
c2c4,g8f6,20
g1f3,d7d6,22
b1c3,f8g7,30
h2h3,c8f5,33
e2e3,e8g8,38
f1d3,b8d7,34
e3e4,f5e6,33
d1b3,d7b6,32
e1g1,h7h5,35
d4d5,e6d7,33
c4c5,d6c5,35
c1f4,d8e8,35
e4e5,f6h7,32
a1d1,c5c4,33
d3c4,b6c4,33
b3c4,a7a6,31
e5e6,d7b5,30
c3b5,a6b5,29
c4e4,f7e6,32
e4e6,f8f7,2
e6e3,g7b2,39
e3e6,g6g5,35
e6g6,g8f8,3
f4e3,f7g7,36
g6h6,e8f7,33
d5d6,c7d6,41
f1e1,f8e8,38
f3g5,f7g8,43
start,d2d4,19
g8f6,c1f4,27
c7c6,c2c3,32
d7d6,e2e3,31
d8b6,g1f3,38
h7h6,f1c4,37
c8f5,b2b3,43
g7g5,f4g3,38
f6e4,b1d2,34
e4c3,d1c1,35
b6a5,c1b2,36
c3d5,e1g1,34
d5b4,a2a3,36
b4d3,b3b4,36
d3b2,b4a5,36
b2c4,d2c4,27
f5d3,f1c1,29
b8d7,c4d2,28
h8g8,h2h4,30
d3h7,h4g5,32
h6g5,f3e1,32
a8d8,d2c4,31
d7f6,f2f4,27
f6e4,g3h2,24
g5g4,g1h1,21
e7e6,e1d3,21
g4g3,h2g1,26
h7g6,d3e1,24
g8h8,g1h2,0
g3h2,e1f3,19
e2e4,g7g6,19
g1f3,g8f6,20
d2d3,f8g7,22
c2c3,d7d6,25
h2h3,e8g8,33
f1e2,c8e6,31
f3g5,b8d7,33
e1g1,d7c5,33
g5e6,c5e6,32
c1d2,c7c5,29
d1b3,d8c7,31
b1a3,b7b6,36
a3b5,c7d7,33
a1c1,a7a6,34
b5a3,a6a5,37
c1d1,a5a4,38
b3b6,f8b8,36
a3c4,d7a7,37
b6c6,e6d8,37
c6a8,a7a8,35
d1b1,e7e5,34
b2b4,d8e6,32
c4d6,c5b4,37
d6c4,b4c3,37
d2c3,e6c5,39
b1b8,a8b8,2
f1a1,f6d7,36
g2g3,f7f5,35
c3d2,f5e4,36
d3e4,c5e4,34
e2f3,e4d2,37
f3d5,g8h8,1
c4d2,b8b2,27
a1d1,d7c5,27
d2c4,b2a2,31
c4e3,a2e2,25
d1c1,e2d2,30
c1d1,d2e2,29
g1g2,e5e4,30
g2g1,g7h6,33
d5c6,h6e3,30
d1d8,h8g7,0
d8g8,g7h6,3
g8g6,h6g6,2
f2e3,e2e3,33
g1g2,h7h5,31
h3h4,c5d3,28
c6e8,g6f6,4
e8a4,e3f2,29
g2h1,d3e1,33
a4b3,f2g2,27
e2e4,g8f6,19
b1c3,g7g6,21
d2d4,f8g7,22
d1d3,d7d6,25
h2h3,e8g8,33
c1f4,b8d7,31
e4e5,f6h5,26
f4h2,g7h8,28
g2g4,h5g7,28
a1d1,f7f5,25
g4f5,g7f5,28
d3c4,g8g7,3
e5e6,d7b6,28
c4d3,c8e6,28
g1f3,e6c4,39
d3d2,g7g8,42
f1g2,e7e5,44
d4e5,h8e5,47
f3e5,d6e5,44
b2b3,c4e6,49
d2c1,d8f6,48
c3e4,f6g7,44
e4c5,a8e8,42
e1g1,f5h4,40
c2c4,h4g2,42
c5e6,e8e6,37
g1g2,e5e4,37
c1g5,f8f5,42
d1d8,g8f7,3
g5d2,g6g5,42
d2e2,g7c3,44
h2c7,e4e3,52
e2g4,e3e2,49
g4f5,e6f6,3
f5h7,f7e6,0
e2e4,g7g6,19
g1f3,g8f6,20
e4e5,f6d5,21
d2d3,f8g7,23
c2c4,d5b6,28
c4c5,b6d5,23
d1b3,c7c6,27
c1d2,b7b5,29
b1c3,d5c3,30
b3c3,e8g8,24
h2h4,d7d5,23
a2a3,c8f5,30
f1e2,e7e6,30
f3d4,g7e5,29
g2g4,f5g4,34
e2g4,f7f5,32
g4f3,b8a6,34
h4h5,e5d4,38
c3d4,d8e7,27
h5g6,f8f6,31
h1h7,e7f8,26
f3h5,a6c5,22
d2g5,c5b3,26
d4c3,b3a1,30
g5f6,a7a5,25
e2e4,g7g6,19
f2f4,d7d5,20
e4e5,f7f6,27
g1f3,f6f5,27
g2g3,c8e6,23
f3g5,d8d7,22
d2d3,b8c6,22
a2a3,f8h6,25
g5f3,e8c8,27
d3d4,a7a5,20
f1b5,b7b6,18
b1c3,d7e8,18
c1e3,e6d7,21
b5a6,c8b8,0
d1e2,e7e6,19
e1c1,e8e7,20
h2h4,e7g7,29
c3b5,g8e7,21
e3f2,a5a4,24
c1b1,c6a5,24
e2e1,a5c4,28
e1b4,e7c6,31
b4e1,c6a5,31
b5c3,b8a7,33
a6b5,c7c6,35
b5c4,a5c4,28
c3a4,b6b5,32
e1b4,a7a6,33
a4c5,a6b6,1
a3a4,d8a8,28
d1d3,g7f7,35
b1c1,h6f8,37
f3g5,f7g7,31
h1d1,a8d8,30
a4b5,f8e7,27
b5c6,b6c6,2
e2e4,g7g6,19
d2d4,d7d5,20
e4e5,g8h6,26
g1f3,f8g7,25
c2c4,c8f5,31
d1b3,b7b6,34
c4d5,e8g8,33
b1c3,b8d7,30
h2h3,e7e6,29
c1d2,a7a5,32
a2a4,d7b8,32
a1c1,b8a6,31
f1a6,a8a6,31
b3b5,d8c8,29
e1g1,c8b7,25
f1e1,e6d5,28
c3d5,c7c6,30
d5f6,g7f6,1
b5e2,b6b5,35
e5f6,b5a4,30
e2e3,g8h8,33
e3h6,f8g8,33
f3g5,b7b2,32
g2g3,b2d2,35
e2e4,g8f6,19
b1c3,g7g6,21
g1f3,f8g7,22
e4e5,f6h5,24
f1e2,e8g8,25
e1g1,d7d5,24
d2d4,c8g4,30
h2h3,g4f3,32
e2f3,b8c6,26
c1e3,e7e6,29
a2a4,g7h8,33
a4a5,h5g7,32
a5a6,b7a6,28
d1d2,g7f5,26
e3g5,d8b8,32
c3e2,b8b6,33
c2c3,h7h6,39
g5f4,g6g5,39
e2g3,f7f6,40
g3f5,e6f5,33
d2d3,f6e5,33
f3d5,g8h7,2
a1a6,b6b8,36
f4h2,e5e4,27
d3c4,f8f6,30
a6c6,b8f8,25
c6c7,h8g7,5
d5a8,f8a8,27
h2e5,f6c6,25
c7g7,h7h8,0
g7e7,c6f6,0
b1c3,g7g6,19
d2d4,g8f6,20
e2e4,d7d5,22
e4e5,f6e4,28
c3e4,d5e4,26
f1c4,e7e6,28
c2c3,f8g7,33
d1g4,e8g8,33
g4e4,b8c6,29
h2h4,f7f5,31
e4c2,a7a5,33
g1e2,b7b6,34
c1g5,d8d7,33
h4h5,d7f7,33
c2a4,c8d7,27
a4d1,a5a4,31
e2f4,c6a5,32
h5g6,h7g6,33
c4f1,b6b5,28
f1e2,a5c4,27
d1c1,a4a3,32
b2b3,c4b6,31
c1d2,b6d5,28
e1c1,d5f4,31
g5f4,f8b8,25
d2e3,b5b4,26
c1b1,b4c3,29
e3c3,d7a4,30
e2f1,g7f8,30
c3h3,f8b4,31
start,d2d4,19
d7d5,c1f4,26
e7e6,e2e3,30
g8f6,g1f3,37
c7c5,c2c3,38
b8c6,b1d2,39
f6h5,f1d3,40
h5f4,e3f4,43
d8c7,g2g3,43
c8d7,e1g1,42
c5c4,d3c2,35
f8d6,f3e5,32
h7h6,d2f3,41
c7b6,a2a4,37
b6d8,b2b4,37
c4b3,c2b3,36
e8g8,d1d3,34
d6e5,f3e5,42
c6e5,f4e5,39
a8c8,b3c2,37
g7g6,f2f4,32
g8g7,f4f5,34
g6f5,g3g4,34
g7h7,g4f5,37
f8g8,g1h1,2
e6f5,f1f5,34
g8g7,f5f7,35
h7g8,f7g7,40
g8g7,d3h7,32
g7f8,a1f1,32
d7f5,f1f5,33
f8e8,h7f7,30
d2d4,g8f6,19
c2c4,g7g6,21
g1f3,d7d6,22
g2g3,c8g4,30
b2b4,g4f3,32
e2f3,f8g7,26
c1g5,e8g8,28
d1d2,b8d7,26
h2h4,c7c5,28
h4h5,c5d4,30
h5g6,f7g6,32
f3f4,e7e5,32
f1h3,e5f4,32
h3e6,g8h8,1
g3f4,h7h6,30
e1f1,h6h5,30
d2d4,f8e8,29
e6d7,d8d7,33
g5f6,e8g8,36
f4f5,g6g5,30
e2e4,g8f6,19
b1c3,g7g6,21
g1f3,d7d6,22
d2d4,f8g7,30
c1e3,e8g8,33
e4e5,d6e5,31
d4e5,f6g4,35
e3c5,b8d7,36
c5e7,d8e7,30
d1e2,d7e5,40
e1c1,e7c5,41
c3a4,c5a5,44
a4c3,c8e6,39
f3d2,e6c4,48
d2c4,e5c4,41
d1d5,a5b4,47
e2c4,b4c4,43
f1c4,g4f2,31
h1f1,g7c3,31
b2c3,f2e4,26
d5d7,e4c3,26
c1b2,c3a4,26
b2c1,a4c5,22
d7c7,a8c8,23
f1f7,c8c7,22
f7d7,g8h8,2
d7c7,b7b6,26
g2g4,a7a5,26
c7c6,c5b7,26
h2h4,b7d8,21
c6c7,f8e8,17
c7c8,h8g7,18
g4g5,g7f8,19
c4b5,e8e7,17
c8d8,f8f7,2
b5c4,f7g7,1
start,d2d4,19
c7c6,g1f3,27
d7d5,c1f4,28
g8f6,e2e3,34
c8f5,c2c3,37
e7e6,f1d3,38
f5e4,d3e2,41
b8d7,e1g1,38
f6h5,b1d2,35
h7h6,h2h3,37
e4f3,e2f3,38
h5f4,e3f4,30
d8h4,f3g4,28
g7g6,d2f3,30
h4e7,f3e5,30
d7e5,f4e5,30
a7a5,a2a3,28
h6h5,g4e2,28
a5a4,b2b3,28
a4b3,d1b3,26
f8g7,c3c4,37
e8g8,c4d5,38
c6d5,a3a4,41
f8c8,a4a5,42
c8c7,a5a6,44
b7a6,e2a6,46
e7f8,b3b6,43
f8d8,f2f4,38
a8b8,b6a5,40
b8b2,a1c1,36
g7f8,a6d3,38
c7c8,a5a6,46
c8a8,a6c6,43
a8a2,c1c2,43
g6g5,f4f5,46
b2b6,f5e6,44
g8h8,c6c7,49
d8c7,c2c7,37
b6e6,f1f7,37
a2a8,f7h7,39
h8g8,h7h5,36
e6e7,h5g5,34
e7g7,g5g7,37
f8g7,g2g4,31
a8a2,h3h4,28
a2d2,d3b1,28
d2d4,h4h5,27
d4c4,c7c4,24
d5c4,g4g5,14
g7e5,h5h6,12
c4c3,g5g6,12
c3c2,h6h7,7
g8f8,b1c2,10
e5c3,g1g2,16
f8g7,g2g3,18
c3f6,g3g4,17
f6b2,g4g5,18
b2a1,c2f5,15
a1c3,h7h8q,16
g7h8,g5h6,14
h8g8,f5e6,11
g8f8,h6h7,14
c3d4,h7h6,12
d4e3,h6h5,1
e3f2,h5h6,14
f2e3,h6h7,1
e3d4,g6g7,12
d4g7,h7g6,11
g7d4,g6h7,15
d4f2,h7g6,13
f2g3,g6f5,16
g3f4,f5f4,12
e2e4,g7g6,19
g1f3,g8f6,20
e4e5,f6d5,21
d2d4,d7d6,23
c1g5,f8g7,30
c2c4,d5b6,35
b1c3,e8g8,32
f1e2,c8g4,30
e5d6,c7d6,37
h2h3,g4f3,34
e2f3,b8c6,27
d4d5,c6e5,32
f3e2,b6c4,29
a1b1,d8a5,33
e1g1,c4b6,41
b2b4,a5a3,36
g5d2,b6c4,39
b1b3,a3a6,39
b4b5,a6b6,36
c3a4,b6d4,39
d2c1,d4d1,46
e2d1,c4b6,31
a4b6,a7b6,26
b3e3,a8a2,29
e3c3,a2a1,32
c3c7,e5d3,29
c1g5,f7f6,36
g5e3,f6f5,33
c7e7,g7f6,36
e7b7,a1a5,38
d1c2,d3b4,37
c2b3,a5b5,35
f1d1,f6c3,30
e3f4,h7h6,28
b3c4,b5c5,27
c4b3,f8d8,32
f4e3,c5c8,33
e3b6,d8e8,28
b6c7,e8e7,35
b7b6,e7c7,40
b6d6,c3e5,37
d6g6,g8h7,5
g6b6,b4d5,40
d1d5,e5g7,34
b3d1,g7f8,29
b6a6,f8e7,26
a6e6,h7h8,29
h3h4,h8h7,28
d1c2,e7h4,27
d5d6,h4g5,27
c2f5,h7g7,2
d6b6,g5f4,30
f2f3,c7c1,30
g1f2,c8a8,39
b6b2,a8a3,41
g2g3,f4g5,38
b2b7,g7h8,4
start,d2d4,19
g8f6,c1f4,27
d7d6,g1f3,30
g7g6,e2e3,33
f8g7,c2c3,36
e8g8,f1c4,37
c8g4,b1d2,42
g4f5,e1g1,44
f6h5,f3g5,40
h5f4,e3f4,43
h7h6,g5e4,41
h6h5,e4g5,39
d6d5,c4e2,38
d8d6,g2g4,37
f5d7,g4h5,36
d6f4,g5f3,37
g6h5,f3e5,29
d7a4,b2b3,37
a4c6,e2h5,34
c6b5,c3c4,35
b5c6,d1f3,34
f4g5,f3g4,5
g5g4,h5g4,2
e7e6,d2f3,34
a7a5,f3g5,29
d5c4,b3c4,36
b8d7,e5d7,34
c6d7,g4f3,30
a8d8,f3b7,30
g7d4,a1d1,29
d7a4,d1d3,28
d4e5,d3h3,41
a4c2,f1e1,37
e5g7,e1e2,43
c2f5,h3h4,41
g7f6,h4h5,40
f6e7,e2e5,37
d8d3,b7e4,39
d3d1,g1g2,0
f5g4,e4h7,34
g8g7,h5h4,32
e7d6,e5a5,32
d1d4,g5e6,34
f7e6,a5g5,31
g7f6,h4g4,30
f8f7,g5g6,33
f6f5,g6g5,24
f5f6,g5g6,33
f6e5,g4g5,24
f7f5,g6e6,21
e5e6,h7f5,20
e6f6,g5h5,28
f6e7,h2h4,28
d4c4,h5h7,23
e7f6,f5d3,27
c4a4,h7h6,26
f6e7,h4h5,26
c7c5,h6h7,24
e7e6,h5h6,27
a4h4,h7h8,24
c5c4,d3c2,24
e6f7,a2a4,24
f7e6,a4a5,22
d6c7,a5a6,23
c7b6,h8b8,24
b6d4,b8e8,30
e6f7,e8c8,30
f7e7,c8c4,27
h4h6,c4d4,23
h6a6,f2f4,31
a6a2,d4c4,19
a2a3,f4f5,23
a3a1,c2a4,23
a1a3,c4f4,25
a3a2,g2g3,7
a2a3,g3g4,6
e7f7,f5f6,17
a3e3,g4g5,18
e3c3,a4d1,21
f7f8,d1h5,24
c3a3,f6f7,23
a3a5,g5g6,5
a5a3,f4e4,20
a3e3,e4e3,20
start,d2d4,19
g8f6,c1f4,27
d7d5,g1f3,30
e7e6,e2e3,33
f8d6,f1d3,35
e8g8,e1g1,41
c7c5,c2c3,38
b8c6,b1d2,40
c5c4,d3c2,40
d6f4,e3f4,33
b7b5,f3e5,32
c6e7,d2f3,41
b5b4,f3g5,37
b4c3,e5g4,45
f6g4,d1g4,35
f7f5,g4h5,38
h7h6,g5f3,41
c3b2,a1b1,35
c4c3,f3e5,34
d8e8,h5f3,41
e7g6,f3c3,38
g6f4,c3b2,46
g7g5,g2g3,38
f4h5,c2d1,39
a7a5,g3g4,39
f5g4,d1g4,37
h5f6,b2e2,41
h6h5,g4h3,45
f6e4,h3g2,45
e4d6,g2f3,47
c8a6,e2d1,43
h5h4,f3h5,36
f8f7,h5f7,39
d6f7,f1e1,35
f7d6,d1g4,37
d6f7,g4h5,42
f7e5,h5e8,36
a8e8,e1e5,24
a6d3,b1b6,26
g8g7,b6e6,25
e8e6,e5e6,14
a5a4,e6e7,19
g7h6,e7d7,19
d3e4,d7a7,14
h4h3,a7a4,14
h6h7,a4a7,10
h7g8,a2a3,16
e4b1,a3a4,15
b1f5,a4a5,14
f5g6,a5a6,13
g5g4,a7b7,11
g8f8,a6a7,18
g4g3,h2g3,22
g6f7,a7a8q,20
f8g7,a8a5,31
g7g6,b7b6,34
g6g5,f2f4,33
g5g4,b6f6,32
f7g6,f6g6,30
g4f3,a5c3,32
f3e4,g6e6,34
e4f5,e6a6,36
f5g4,c3e1,36
g4f3,e1f2,35
f3e4,f2e2,29
e4d4,e2e5,41
d4c5,e5d6,40
c5c4,a6a4,31
c4b3,d6b4,34
b3c2,a4a3,31
c2d1,b4b2,36
d5d4,a3a1,35
e2e4,g7g6,19
b1c3,g8f6,20
f1c4,d7d6,22
g1f3,c8g4,30
d2d3,f8g7,32
c1g5,g4f3,34
d1f3,b8d7,28
g5e3,c7c5,31
e1g1,e8g8,31
a2a4,b7b6,29
e3f4,e7e5,25
f4e3,a7a6,23
a1e1,b6b5,23
a4b5,a6b5,26
c3b5,d8a5,30
f3e2,f8b8,37
b2b4,a5a2,36
b5c3,a2b2,40
e3d2,b8b4,40
c4d5,f6d5,45
c3d5,b4a4,45
d2c1,b2a2,47
d5c3,a2a1,41
c1d2,d7b6,41
e2g4,f7f5,41
g4h4,f5e4,42
c3e4,c5c4,41
d2c3,c4d3,36
c3a1,d3c2,34
g2g3,b6c4,36
h4h3,d6d5,35
e4g5,c4d2,35
h3h7,g8f8,0
h7g6,d2f1,36
start,d2d4,19
b7b6,c1f4,27
d7d6,g1f3,30
c8b7,e2e3,33
f7f6,f1c4,36
d6d5,c4b5,40
b7c6,b5c6,41
b8c6,c2c3,34
g7g5,f4g3,34
e7e6,e1g1,32
f8d6,g3d6,28
d8d6,f3d2,26
e8d7,d1h5,27
g8e7,h5f7,32
a8g8,f7f6,30
h7h5,d2f3,33
e6e5,f3e5,34
c6e5,d4e5,32
d6c5,e5e6,33
d7d8,b2b4,30
c5c4,b1d2,28
c4b5,d2f3,36
h5h4,f3e5,33
h8h7,a2a4,36
b5f1,a1f1,1
d8c8,f1d1,33
g8g7,c3c4,37
g5g4,c4d5,37
c8b8,d5d6,36
c7d6,d1d6,37
b8c7,d6d7,36
c7b8,f6f8,37
e7c8,e5c6,43
b8a8,f8c8,43
d2d4,g7g6,19
c2c4,g8f6,20
b1c3,d7d6,22
c1g5,f8g7,29
e2e3,e8g8,32
g1f3,c8f5,30
f1d3,f5d3,33
d1d3,b8d7,26
h2h3,c7c5,28
f3d2,d8a5,29
e3e4,c5d4,37
h3h4,d4c3,43
d3c3,a5c5,42
b2b4,c5b6,42
g5e3,b6c7,36
c3c2,e7e5,37
e1g1,b7b5,34
