opponent,mine,index
e8g8,b1d2,37
f6d7,f1c4,38
e7e5,f4g5,44
g7f6,e1g1,43
f6g5,d4e5,36
d6e5,d2e4,35
g5h6,d1d5,44
c7c6,d5d6,46
d8b6,f3e5,53
d7e5,e4f6,50
g8h8,d6e5,52
b8d7,f6d5,52
d7e5,d5b6,30
start,d2d4,19
g8f6,c1f4,27
g7g6,e2e3,31
f8g7,c2c3,38
e8g8,g1f3,39
d7d6,f1d3,37
c8g4,b1d2,42
b8c6,d3b5,46
f8e8,b5c6,43
b7c6,e1g1,36
a8b8,b2b4,33
e7e5,d4e5,32
d6e5,f4e5,31
e8e5,f3e5,27
g4d1,e5c6,29
d8d2,c6b8,23
d1a4,b8c6,21
d2c3,f1d1,24
a4d1,a1d1,21
c3c6,d1d8,23
e2e4,g7g6,19
d2d4,d7d6,20
b1c3,g8f6,27
g1f3,f8g7,30
e4e5,d6e5,33
d4e5,f6d7,36
f1b5,e8g8,20
e5e6,f7e6,25
b5c4,d7c5,29
c1e3,b8a6,39
b2b4,b7b5,36
c4b5,c5d7,37
b5c4,g7c3,29
e3d2,c3a1,33
c4e6,g8g7,2
d1a1,d7f6,2
e6c4,c8f5,28
a1c1,c7c5,40
d2h6,g7h8,0
e1g1,f8e8,39
f3g5,c5b4,35
g5f7,h8g8,0
f7d8,g8h8,3
d8f7,h8g8,0
f7e5,g8h8,3
c4a6,f6d5,25
c1d2,d5c3,25
d2d4,c3e2,27
g1h1,e2d4,25
f1d1,f5c2,26
d1d4,e8d8,18
e5f7,h8g8,0
f7d8,a8b8,14
a6c4,g8h8,1
c4f7,b4b3,18
a2b3,c2b3,18
d8c6,b8c8,22
f7b3,c8c6,12
e2e4,g7g6,19
g1f3,d7d6,20
d2d4,g8f6,27
b1c3,f8g7,30
c1e3,e8g8,33
f1c4,b8a6,31
c4a6,b7a6,28
e1g1,c8g4,27
h2h3,g4d7,30
e4e5,d6e5,31
d4e5,f6h5,29
e3d2,d7b5,30
c3b5,a6b5,28
d1c1,f7f6,29
d2h6,g7h6,28
c1h6,f6e5,27
f3e5,d8d5,30
e5g4,d5e4,48
h6d2,h5f4,48
f2f3,f4e2,46
g1h1,e2g3,47
h1h2,e4f4,48
h2g1,f4d2,45
f1d1,d2c2,51
g4h6,g8g7,1
start,d2d4,19
d7d5,c1f4,26
c8f5,e2e3,30
b8c6,f1b5,37
g8f6,c2c3,40
f6e4,d1e2,39
e7e6,f2f3,35
e4d6,g2g4,33
f5b1,a1b1,32
d8h4,f4g3,4
h4f6,b5c6,35
b7c6,f3f4,32
f8e7,g1f3,31
e8g8,g4g5,36
f6g6,f3h4,34
g6b1,e2d1,2
b1b2,e1g1,27
b2c3,d1c1,30
c3c1,f1c1,17
d6e4,c1c6,23
e4g3,h2g3,22
e7d6,f4f5,23
e6f5,h4f5,22
d6g3,f5e7,25
g8h8,e7d5,24
g7g6,d5c7,24
a8b8,c7a6,23
b8b1,g1g2,1
g3h4,g2h3,22
h4g5,e3e4,23
b1a1,a6c7,23
f8c8,c6c5,24
a1a2,c5g5,20
c8c7,d4d5,16
a2a4,e4e5,14
a4e4,d5d6,11
c7d7,h3g3,10
e4e1,g3f4,12
e1f1,f4e4,3
f7f5,e4d5,5
f1d1,d5e6,3
d7b7,d6d7,8
b7d7,e6f6,7
d1e1,e5e6,8
d7d5,e6e7,9
d5e5,f6f7,11
e5e7,f7f6,1
e2e4,g7g6,19
d2d4,d7d6,20
h2h4,g8f6,27
g1f3,f8g7,30
e4e5,d6e5,33
d4e5,d8d1,36
e1d1,f6e4,31
c1e3,b8c6,37
f1d3,f7f5,39
e5f6,e4f6,39
b1d2,c8f5,35
d3f5,g6f5,32
d2c4,e8c8,33
d1e2,c6b4,37
h1c1,f6d5,40
e3c5,g7b2,36
c4b2,d5f4,29
e2e3,f4d5,37
e3e2,b7b6,29
c5b4,d5b4,25
f3e5,h8g8,29
c1d1,d8d1,34
a1d1,b4c2,26
g2g3,h7h5,25
e2f1,c2b4,23
f1g2,b4a2,23
f2f4,a2c3,19
d1d7,a7a5,24
d7e7,b6b5,23
e5c6,a5a4,18
c6a7,c8b7,2
a7b5,c3b5,25
b2a4,b5d6,22
g2f3,d6e4,23
e7f7,g8g3,25
f3e2,e4c3,26
a4c3,g3c3,18
f7f5,c7c5,20
f5h5,c5c4,18
f4f5,c3c2,16
e2d1,c2f2,17
h5h7,b7b6,5
h7f7,c4c3,16
h4h5,c3c2,16
d1c1,b6b5,12
h5h6,f2f1,15
c1c2,b5c4,18
f7f8,f1h1,15
f8c8,c4d4,3
c8d8,d4e5,4
d8f8,h1h6,16
f5f6,h6f6,15
f8f6,e5f6,3
d2d4,g7g6,19
c1f4,d7d6,20
e2e3,g8f6,27
g1f3,f8g7,30
c2c3,c8f5,33
b1d2,e8g8,38
f1e2,b8a6,36
d1b3,b7b6,37
e2a6,c7c5,33
a6e2,c5d4,36
e3d4,d6d5,34
c3c4,d5c4,34
d2c4,f6e4,36
e1g1,g7d4,38
a1d1,d4f2,42
f1f2,d8c8,37
c4e5,e4f2,37
f4h6,f2d1,36
h6f8,c8c5,36
g1h1,c5f2,44
b3f7,g8h8,0
start,d2d4,19
d7d5,c1f4,26
b8c6,e2e3,30
c8f5,f1b5,37
d8d7,g1f3,40
a7a6,f3e5,41
d7e6,b5c6,45
b7c6,g2g4,38
f5e4,f2f3,33
e4g6,e1g1,32
f7f6,e5d3,31
e8c8,b1d2,33
f6f5,g4f5,37
g6f5,f1e1,35
e6g6,f4g3,4
f5h3,d3f4,27
g6h6,e3e4,30
d5e4,e1e4,33
g8f6,e4e6,36
d8d4,e6c6,38
e7e5,f4e6,39
d4d2,c6c7,35
c8b8,g3e5,38
h6e3,g1h1,0
d2d1,a1d1,0
e3f3,h1g1,0
start,d2d4,19
d7d5,c1f4,26
c8f5,e2e3,30
b8c6,c2c3,37
g8f6,g1f3,38
e7e6,f1b5,37
f8e7,e1g1,42
e8g8,b1d2,38
a7a6,b5c6,40
b7c6,h2h3,34
a8b8,b2b4,36
b8a8,f3e5,35
a6a5,e5c6,41
f6d7,c6d8,42
e2e3,g7g6,19
g1f3,d7d6,20
b1c3,g8f6,27
f1c4,f8g7,30
f3g5,e8g8,32
c4f7,f8f7,1
g5f7,g8f7,33
d2d4,b8a6,38
e1g1,c7c5,37
d4d5,a6b4,37
a2a3,b4a6,42
e3e4,e7e5,37
c1g5,h7h6,36
g5f6,d8f6,30
d1d2,a6c7,28
a1e1,b7b5,32
b2b4,c5c4,32
e1e3,h6h5,30
e3f3,c7e8,25
f3f6,e8f6,4
c3b5,f6e4,26
d2e3,c8f5,28
f2f3,e4f6,32
b5d6,f7e7,2
d6f5,g6f5,5
e3c5,e7f7,3
c5c4,e5e4,26
f3e4,f6e4,26
d5d6,f7e8,3
c4c6,e8d8,2
c6a8,d8d7,0
a8a7,d7d6,5
start,d2d4,19
d7d5,c1f4,26
f7f6,e2e3,30
b8c6,f1b5,37
c8d7,c2c3,40
a7a6,b5c6,41
d7c6,g1f3,34
d8d7,e1g1,35
e8c8,b1d2,32
e7e5,d4e5,33
f6e5,f3e5,33
d7e7,d1h5,40
g7g6,h5h3,46
c6d7,h3f3,43
g8f6,f4g5,40
e7e5,g5f6,37
e5h5,f6h8,40
f8d6,f3h5,39
g6h5,e3e4,29
e2e4,g7g6,19
d2d4,d7d6,20
d4d5,f8g7,26
b1c3,g8f6,31
g1f3,e8g8,32
f1d3,c7c5,30
e1g1,c8g4,32
h2h3,g4f3,34
d1f3,b8a6,28
c1g5,a6b4,28
a2a3,b4d3,33
f3d3,h7h6,27
g5f4,g6g5,28
f4e3,e7e5,28
d5e6,f7e6,29
b2b4,b7b6,32
c3b5,d6d5,28
e4d5,f6d5,29
d3g6,d8e8,31
g6e8,f8e8,27
a1d1,d5c3,33
d1d3,c3b5,31
start,d2d4,19
d7d5,c1f4,26
b8c6,e2e3,30
e7e6,f1b5,37
c8d7,c2c3,40
g8f6,g1f3,41
a7a6,b5c6,42
d7c6,f3e5,35
f8d6,e1g1,39
d6e5,d4e5,30
c6b5,f1e1,31
f6e4,b1d2,29
e4d2,d1d2,28
e8g8,a2a4,29
b5c6,d2d1,31
h7h6,d1g4,32
g8h7,g4h4,35
d8h4,g2g3,23
start,d2d4,19
d7d5,c1f4,26
c7c6,e2e3,31
b7b5,c2c3,37
b8a6,g1f3,38
h7h6,f1d3,37
g7g5,f4e5,43
f7f6,e5g3,42
h6h5,h2h4,41
g5g4,f3d2,41
e7e6,e1g1,42
f6f5,d2f3,35
g4f3,d1f3,31
f8d6,b1d2,30
d6g3,f3g3,35
d8f6,d2f3,42
b5b4,f3e5,40
g8e7,c3c4,41
h8g8,g3h2,37
d5c4,e5c4,34
c8b7,c4d6,36
e8f8,d6b7,38
f6g6,d3a6,37
e7d5,g2g3,32
f5f4,b7c5,27
f4g3,f2g3,33
f8e7,f1f3,42
g6g4,a1f1,40
a8f8,a6e2,38
g4g6,h2h3,36
f8f6,e2d3,37
g6g4,h3g4,38
h5g4,f3f6,35
d5f6,c5e4,36
f6d5,e4d2,32
d5e3,f1e1,34
e3d5,d3f5,35
e7d6,e1e6,32
d6c7,d2c4,33
g8f8,c4d6,34
a7a5,a2a3,32
b4a3,b2a3,32
d5c3,f5g4,31
f8b8,h4h5,31
b8b1,g1h2,4
b1b2,h2h3,4
c3d5,h5h6,24
b2b8,h6h7,26
b8h8,e6h6,26
d5e7,d6f7,25
h8f8,h7h8q,28
f8f7,h8e5,31
c7d8,h6d6,41
d8e8,e5h8,37
f7f8,d6d8,29
e8d8,h8f8,21
d8c7,f8e7,29
c7b6,e7c5,34
b6c7,d4d5,30
a5a4,c5c6,29
c7d8,c6d7,31
start,d2d4,19
e7e6,c1f4,27
b7b6,e2e3,31
c8b7,c2c3,38
g7g6,f1d3,39
f8g7,g1f3,43
h7h5,e1g1,44
h5h4,h2h3,39
b7a6,d3a6,41
b8a6,d1a4,34
a6b8,f3g5,39
h8h5,g2g4,37
h5h6,g5e6,36
f7e6,f4h6,34
g7h6,f2f4,28
g8f6,g4g5,30
h6g5,f4g5,30
f6e4,a4b4,31
d8g5,g1h1,1
e4g3,h1g1,2
g3e2,g1f2,2
e2g3,f1g1,27
g3e4,f2f1,3
e4g3,f1f2,3
a7a5,b4a3,28
g3e4,f2f1,3
g5f5,f1e2,2
f5h3,b1d2,25
h3h2,e2d3,5
e4d2,g1f1,29
b8c6,a3f8,30
d2d4,g7g6,19
g1f3,d7d6,20
e2e4,g8f6,27
f1c4,f8g7,30
e1g1,e8g8,33
b1c3,b8a6,31
c1e3,c7c5,30
d4c5,d6c5,33
c4a6,b7a6,35
e3c5,d8a5,33
c5d4,f8d8,37
a2a3,e7e5,41
f3e5,a5e5,36
d4e5,d8d1,30
e2e4,g7g6,19
b1c3,d7d6,20
f2f3,g8f6,27
d2d3,f8g7,30
c1g5,e8g8,32
d1e2,h7h6,30
g5f6,g7f6,26
e1c1,e7e5,31
c3d5,c8e6,27
d5f6,d8f6,2
c2c3,e6a2,35
d3d4,e5d4,33
d1d4,c7c5,34
d4a4,a2b3,34
a4a3,f6e6,36
c3c4,b7b5,34
a3b3,b5c4,29
e2c4,e6d7,27
c4d5,b8c6,25
f1b5,a8c8,32
b3d3,a7a6,30
d5d6,d7d6,35
d3d6,a6b5,24
g1e2,c6a5,23
e2f4,a5c4,20
d6d5,c8a8,23
c1c2,c4e3,30
c2d2,e3d5,31
f4d5,a8d8,23
d2e3,b5b4,16
h1c1,d8c8,16
g2g4,f7f5,16
d5e7,g8f7,3
e7c8,f8c8,16
g4f5,g6g5,19
f3f4,g5g4,19
e3f2,h6h5,18
f2g3,c5c4,17
g3h4,c4c3,18
b2b3,c8g8,18
h4h5,g8h8,16
h5g4,h8h2,19
g4g5,h2b2,19
e4e5,b2b3,14
e5e6,f7e7,4
g5g6,b3a3,7
f5f6,e7d6,4
f6f7,a3a8,15
f4f5,b4b3,21
g6g7,b3b2,21
f7f8q,a8f8,4
c1d1,d6e7,4
f5f6,e7e6,2
d1e1,e6d5,3
g7f8,c3c2,9
f8e7,c2c1q,11
e1c1,b2c1q,10
f6f7,c1c5,26
e7f6,c5d6,24
f6g7,d6e7,26
g7g8,e7g5,28
g8f8,d5e6,26
f8e8,g5g6,27
e8f8,g6f7,22
start,d2d4,19
d7d5,c1f4,26
c7c5,e2e3,32
c8f5,c2c3,39
e7e6,g1f3,40
c5c4,f1e2,35
g8f6,e1g1,36
f8e7,f3e5,33
b8c6,d1a4,36
d8b6,b1d2,42
e8g8,b2b3,50
c6e5,f4e5,42
c4b3,d2b3,48
f6e4,f2f3,45
e4c3,a4d7,43
c3e2,g1h1,1
e7g5,f3f4,41
g5h4,g2g3,38
h4d8,e5d6,39
f5e4,f1f3,0
e2e4,g7g6,19
g1f3,d7d6,20
d2d4,g8f6,27
f1d3,f8g7,30
e4e5,d6e5,33
d4e5,f6d5,35
d3c4,e7e6,36
c1g5,d8d7,34
e1g1,b8c6,32
c2c3,g7e5,33
f3e5,c6e5,29
g5f6,e8g8,31
f6e5,f7f6,27
c4d5,e6d5,28
e5f4,g6g5,30
f4g3,d7b5,30
d1d2,c8f5,36
b1a3,b5c6,45
f2f4,f8e8,41
f4g5,f6g5,45
d2g5,g8h8,4
g5f5,e8f8,36
g3e5,h8g8,2
f5g5,c6g6,0
f1f8,a8f8,1
g5g6,h7g6,0
a1f1,f8f1,20
g1f1,c7c6,10
a3c2,b7b5,9
c2d4,a7a5,7
start,d2d4,19
d7d5,c1f4,26
g8f6,e2e3,30
c8f5,c2c3,37
b8c6,f1b5,38
a7a6,b5c6,41
b7c6,g1f3,34
e7e6,e1g1,35
c6c5,b1d2,33
c5d4,e3d4,37
f8d6,f3e5,33
e8g8,g2g4,40
f5e4,d2e4,35
d5e4,f2f3,37
e4f3,f1f3,38
d6e5,f4e5,38
f6g4,f3g3,38
g4e5,d4e5,36
c7c6,d1g4,39
g7g6,g4h5,36
d8b6,g1g2,3
b6b2,g2h3,5
b2a1,h5g4,23
a1a2,g3g2,21
a2b3,g2g3,25
a8d8,c3c4,22
b3b4,g4e2,22
d8d4,e2e3,27
b4c4,e3a3,22
e2e4,g7g6,19
g1f3,d7d6,20
b1c3,g8f6,27
d2d4,f8g7,30
f1d3,e8g8,33
e1g1,b8a6,31
c1g5,c7c5,29
d4c5,a6c5,32
a2a3,h7h6,36
g5h4,g6g5,37
h4g3,g5g4,37
f3d4,f6e4,33
c3e4,g7d4,32
d1g4,g8h8,3
e4c5,c8g4,30
c5b7,d8b6,38
d3e4,b6b2,46
b7d6,b2a1,48
f1a1,d4a1,37
e4a8,f8a8,31
d6f7,h8g8,2
f7h6,g8g7,3
h6g4,a8b8,21
d2d4,g7g6,19
c1f4,g8f6,20
b1c3,f8g7,22
e2e4,d7d6,25
d1d2,e8g8,33
e1c1,b8a6,31
f4h6,c7c5,28
f2f3,c5d4,31
d2d4,f6h5,30
h6g7,h5g7,28
h2h4,g7e6,30
d4e3,a6c5,27
h4h5,b7b5,30
h5g6,f7g6,33
e3h6,f8f7,33
g1h3,b5b4,34
c3d5,d8a5,33
c1b1,b4b3,35
c2b3,e6c7,38
start,d2d4,19
g8f6,c1g5,27
d7d6,g5f6,30
e7f6,e2e3,23
f8e7,f1c4,33
e8g8,c2c3,37
d6d5,c4d3,35
b8c6,g1f3,38
f8e8,e1g1,38
f6f5,b1d2,32
e7d6,f3h4,36
f5f4,h4f5,42
f4e3,f2e3,44
c8f5,d3f5,41
c6e7,d2b3,43
e7f5,f1f5,30
e8e3,f5d5,36
d8h4,g2g3,32
d6g3,d1d2,34
e3e1,a1e1,2
g3e1,g1f1,32
e1d2,b3d2,21
start,d2d4,19
g8f6,c1f4,27
g7g6,e2e3,31
f8g7,c2c3,38
e8g8,f1c4,39
d7d6,g1f3,42
c7c5,e1g1,44
b8c6,b1d2,40
c8e6,d1e2,40
e6g4,h2h3,40
g4f3,e2f3,41
c5d4,e3d4,44
d8b6,b2b4,45
b6d8,f4g5,44
a7a5,d2e4,46
a5b4,c3b4,46
c6d4,f3d3,49
d4c6,g5f6,50
e7f6,e4d6,44
c6b4,d3d4,45
f6f5,a1b1,48
g7d4,d6b7,31
d8c7,b1b4,27
d4e5,c4d5,30
e5h2,g1h1,0
a8b8,f1b1,35
f8c8,b4c4,36
c7e7,c4c8,41
b8c8,a2a4,29
e7e5,d5f3,28
c8b8,a4a5,25
e5c7,a5a6,24
b8a8,b1a1,25
a8a7,b7a5,23
start,d2d4,19
e7e6,c1f4,27
d7d5,e2e3,30
g8f6,c2c3,37
a7a6,g1f3,38
b8d7,b1d2,37
c7c6,f1d3,39
c6c5,d4c5,50
d7c5,f3e5,50
c5d3,e5d3,2
c8d7,e1g1,43
d7b5,d1c2,41
h7h5,a2a4,41
b5d3,c2d3,37
f8e7,d2f3,44
f6e4,f3e5,42
e4c5,d3d4,44
start,d2d4,19
d7d5,c1f4,26
h7h6,e2e3,30
g7g5,f4g3,36
a7a6,b1c3,35
e7e6,f1d3,39
f8b4,d1d2,36
b8c6,g1e2,41
c8d7,e1g1,39
f7f5,f2f4,37
g5g4,a2a3,35
b4a5,b2b4,37
a5b6,b4b5,36
a6b5,c3b5,34
c6a7,a3a4,36
a7b5,d3b5,35
d7b5,a4b5,32
d8d7,a1a8,35
e8f7,d2b4,38
d7e7,b4e7,44
f7e7,g3h4,31
e7f7,e2g3,36
h8h7,g3h5,34
c7c6,a8g8,37
c6b5,h5f6,34
h7g7,g8g7,32
f7g7,f6e8,25
g7f7,e8d6,24
f7g6,d6b5,28
g6h5,h4e7,25
e2e4,g7g6,19
d2d4,d7d6,20
g1f3,f8g7,27
b1c3,g8f6,31
f1d3,e8g8,33
e1g1,b8c6,31
c1e3,e7e5,32
d4d5,c6a5,30
e3d2,c8d7,29
c3e2,c7c5,34
c2c4,a8b8,34
a2a3,b7b5,33
b2b4,c5b4,34
a3b4,b5c4,33
d3b1,a5b3,36
a1a7,b8a8,39
a7a2,f6e4,42
d1c2,f7f5,50
c2c4,b3d2,48
f3d2,e4d2,42
a2d2,a8c8,37
c4b3,e5e4,34
b4b5,c8b8,38
e2c3,d8a5,34
d2b2,g7c3,42
b3c4,c3b2,45
e2e4,g7g6,19
g1f3,d7d6,20
b1c3,g8f6,27
c3d5,f8g7,29
d5f6,g7f6,2
d2d3,e8g8,32
c1g5,c8e6,30
g5f6,e7f6,26
f3d4,c7c5,29
d4e6,f7e6,22
d3d4,b8a6,26
d4c5,a6c5,27
f2f3,f6f5,30
e4f5,e6f5,36
f1e2,f8e8,34
e1g1,c5e6,38
d1d5,g8f8,25
g2g4,e6f4,31
e2c4,d8d7,35
d5g8,f8e7,0
g8h7,e7d8,2
h7h4,d7e7,4
g4g5,e7e3,33
g1h1,d8c7,42
h4h7,c7b6,6
f1e1,e3f2,42
e1g1,e8h8,42
h7h8,a8h8,34
a1f1,f2h2,40
e2e4,g7g6,19
g1f3,d7d6,20
d2d4,g8f6,27
e4e5,d6e5,30
d4e5,f6e4,33
d1d8,e8d8,0
f1d3,f7f5,32
e5f6,c8f5,32
f6e7,f8e7,4
c1g5,b8c6,31
h2h4,c6d4,33
b1d2,e4g5,37
d3f5,g6f5,33
h4g5,d4c2,30
e1e2,c2a1,29
h1a1,h8e8,23
e2f1,e8g8,22
a1d1,e7g5,26
f3g5,g8g5,20
d2e4,d8c8,2
e4g5,b7b6,10
g5h7,c8b7,8
h7f6,a8h8,16
g2g4,h8h1,25
f1e2,h1d1,22
e2d1,f5g4,11
f6g4,c7c5,9
f2f4,a7a5,9
start,d2d4,19
d7d5,c1f4,26
c8f5,e2e3,30
e7e6,c2c3,37
f8d6,g1h3,37
d6f4,h3f4,32
g8f6,f1d3,37
f5d3,d1d3,32
e8g8,e1g1,37
f6e4,f2f3,29
e4f6,b1d2,34
c7c6,e3e4,40
d5e4,f3e4,39
b8d7,e4e5,42
f6d5,f4d5,45
c6d5,d2f3,43
d8b6,f3g5,36
g7g6,h2h4,45
b6b2,h4h5,42
b2a3,h5g6,42
f7g6,f1f8,40
a8f8,g5e6,31
f8f5,a1f1,31
f5f1,d3f1,2
h7h5,f1d3,29
a3c1,g1f2,3
c1h6,d3b5,33
d7b6,b5e8,34
g8h7,e8f7,31
h7h8,e6c7,31
h6g7,e5e6,31
g7g8,f7g8,29
h8g8,e6e7,17
g8f7,e7e8q,21
f7f6,e8e6,36
f6g5,e6e3,36
g5f5,e3e5,32
f5g4,e5g3,32
g4f5,g3f3,26
f5g5,c7e6,31
g5h6,f3f8,32
h6h7,f8g7,36
e2e4,g7g6,19
d2d4,d7d6,20
f1c4,g8f6,27
b1c3,f8g7,30
h2h3,b8a6,33
a2a3,c7c5,32
c4b5,c8d7,3
d4c5,a6c5,31
c1g5,e8g8,33
g1f3,d7b5,38
g5f6,g7f6,39
d1d5,b5c6,42
d5c4,f6c3,41
c4c3,c5e4,34
c3b4,a7a5,35
b4c4,d6d5,33
c4d4,f7f6,33
e1g1,e7e5,35
d4d3,d8d7,35
f1d1,c6b5,42
d3b3,a5a4,46
b3d5,d7d5,5
d1d5,b5c6,34
d5d3,e4f2,31
g1f2,e5e4,27
d3c3,e4f3,26
g2f3,c6d7,26
c3c7,d7h3,28
c7b7,a8d8,23
a1h1,d8d2,24
f2e3,h3g2,29
start,d2d4,19
d7d5,c1f4,26
e7e6,e2e3,30
f8d6,g1h3,36
g8f6,c2c3,34
f6e4,f1d3,33
d6f4,e3f4,34
e6e5,e1g1,35
c8h3,g2h3,31
e5f4,d1a4,27
b8c6,f2f3,29
d8g5,g1h1,0
e4f6,a4b3,31
e8g8,b3b7,29
g5h4,b1a3,33
a8e8,b7c6,39
e8e3,d3c2,43
h4h3,f1g1,40
e3f3,c6f6,45
f3g3,f6e5,42
g7g5,c2f5,42
f7f6,e5d5,41
f8f7,f5h3,46
g3h3,h1g2,40
g5g4,a1e1,39
f4f3,g2h1,3
f3f2,e1e8,43
g8g7,g1g4,50
g7h6,h1g2,51
h3h2,g2h2,3
f2f1q,g4h4,52
h6g7,d5g2,49
f1g2,h2g2,0
f6f5,h4h3,38
f5f4,g2f3,37
g7g6,e8g8,33
g6f5,h3h4,31
f7e7,h4f4,31
f5e6,g8h8,35
e7f7,f3e4,25
f7e7,d4d5,27
e6d7,e4d4,3
d7d6,f4f6,26
d6d7,a3c4,32
a7a6,c4e5,35
e7e5,d4e5,31
c7c5,h8h7,31
d7c8,f6f8,38
start,d2d4,19
e7e6,c1f4,27
c7c5,e2e3,33
d7d5,c2c3,39
c5c4,g1f3,36
g8f6,b1d2,35
f8d6,g2g3,34
h7h6,f1h3,34
b8c6,e1g1,36
d8b6,f4d6,33
e2e4,g7g6,19
d2d4,d7d6,20
g1f3,g8f6,27
b1c3,b8a6,30
f1b5,c8d7,3
b5d7,d8d7,2
a2a3,c7c5,34
d4d5,f8g7,33
c1e3,e8g8,36
e1g1,e7e5,37
f3g5,g7h6,35
g5f3,h6e3,37
f2e3,f6g4,35
f3g5,g4e3,34
d1e2,e3f1,39
a1f1,f7f6,31
g5f3,f6f5,35
f3g5,f5f4,32
e2f3,c5c4,34
f3h3,a6c5,35
b2b4,d7h3,40
g2h3,c5d7,26
g5e6,f8f6,24
e6g5,a7a5,22
c3b5,a5b4,24
a3b4,h7h6,27
g5f3,d7b6,28
b5c7,a8c8,27
c7b5,c4c3,23
h3h4,b6c4,24
b5a7,c8a8,26
f1a1,c4d2,24
f3d2,c3d2,20
a1d1,a8a7,19
d1d2,a7a1,20
g1f2,g6g5,27
h4h5,g5g4,27
d2d3,g4g3,27
h2g3,f4g3,27
f2g3,a1g1,29
g3h2,g1g5,28
d3c3,g5h5,23
h2g3,h5g5,21
g3h4,f6f4,24
h4h3,g5h5,25
h3g3,h5h1,22
g3g2,h1e1,28
c3g3,g8h7,4
b4b5,e1e2,22
g2h3,e2e4,20
h3g2,h6h5,18
g3g5,f4g4,19
g2f3,e4f4,17
f3e3,g4g5,21
d2d4,g7g6,19
c1f4,d7d6,20
e2e3,g8f6,27
g1f3,f8g7,30
b1d2,c8g4,33
h2h3,g4f3,35
d1f3,b8a6,29
f3b7,d8c8,28
b7b5,f6d7,4
b5a6,e7e5,30
d4e5,d6e5,29
f4g3,e5e4,26
e1c1,c8b8,30
b2b3,e8g8,32
a6c6,d7e5,30
g3e5,g7e5,22
d2e4,b8b4,30
e4f6,g8g7,2
f6d7,b4a3,48
c1d2,f8d8,39
d2e2,a3a5,39
d7e5,d8d1,37
e2d1,a8d8,29
e5d3,d8d6,37
b3b4,a5a2,31
c6c7,d6d5,31
c2c4,a2b1,34
d1d2,d5d3,32
f1d3,b1h1,22
c7b7,h1f1,19
f2f4,f1f2,22
d2c3,f2e3,23
b7e4,e3c1,26
d3c2,c1a1,24
c3b3,f7f5,28
e4e7,g7h6,2
c4c5,a1a6,22
e7f8,h6h5,0
g2g3,a6e6,18
b3a4,e6a6,23
a4b3,a6e6,18
b3c3,e6e3,23
c3b2,e3g3,23
c2d1,h5h4,2
start,d2d4,19
d7d5,c1f4,26
e7e6,e2e3,30
g8f6,c2c3,37
f8e7,g1f3,38
e8g8,b1d2,37
h7h6,f1d3,38
b7b6,e1g1,48
c7c6,f3e5,45
b8d7,e5c6,49
d8e8,f2f3,53
c8b7,c6e5,50
d7e5,f4e5,41
a8d8,e3e4,43
d5e4,f3e4,41
f6h7,d1f3,47
f7f6,e5f6,46
f8f6,f3d1,41
f6f1,d1f1,3
e7g5,d2f3,38
g5e3,g1h1,1
e8g6,f3e5,33
g6e8,d3b5,39
e8e7,b5c6,44
d8f8,f1e2,43
e3f4,c6b7,43
e7b7,e5g6,38
f8f7,a1f1,37
f4g5,f1f7,42
b7f7,g6e5,31
f7f6,e2h5,32
start,d2d4,19
d7d5,c1f4,26
c8f5,e2e3,30
g8f6,c2c3,37
b8c6,f1b5,38
d8d7,g1f3,41
a7a6,b5a4,42
e8c8,f3e5,37
d7e6,g2g4,41
f5e4,f2f3,36
e4b1,d1b1,35
c6e5,f4e5,35
b7b5,a4b3,33
g7g6,g4g5,32
e6h3,e3e4,28
d5e4,f3e4,29
b5b4,c3b4,27
h3e3,e1d1,1
e3f3,d1d2,3
f6e4,d2c2,3
f7f6,h1f1,28
f3g2,c2d3,3
f6e5,d4d5,31
e4g5,f1g1,28
g2f3,d3c4,2
f3d5,c4c3,0
d5f3,c3c4,2
d8d4,c4c5,0
start,d2d4,19
d7d5,c1f4,26
g8f6,e2e3,30
b8c6,f1b5,37
d8d7,c2c3,40
h7h6,g1f3,41
d7g4,b5c6,41
b7c6,e1g1,34
f6e4,h2h3,30
g4g6,f3e5,33
g6e6,b1d2,36
g7g5,f4h2,39
f8g7,d2e4,38
d5e4,f2f3,36
e4f3,f1f3,37
c6c5,d1f1,41
f7f6,e5d3,40
c5d4,e3d4,39
c8a6,d3c5,38
e6c6,c5a6,44
e8g8,a6c7,39
a8c8,a1e1,41
c8c7,h2c7,38
c6c7,f1e2,33
f8e8,f3e3,38
g7f8,d4d5,35
c7d6,c3c4,34
a7a5,c4c5,34
d6c5,g1h1,28
c5d5,e1d1,34
d5a8,d1d7,41
a8c8,d7a7,42
c8c1,h1h2,3
c1c5,e2h5,39
e8d8,h5g6,38
g8h8,g6f7,42
c5a7,e3e6,34
a7c7,g2g3,4
c7c2,e6e2,2
c2e2,h2h1,1
e2e4,g7g6,19
f1c4,d7d6,20
h2h3,g8f6,27
d2d3,f8g7,30
g1f3,c7c5,33
c1d2,e8g8,34
b1c3,b8c6,32
a2a3,a7a6,35
c3d5,b7b5,35
c4a2,f6d5,36
a2d5,c8d7,35
e1g1,g7b2,37
a1a2,e7e6,40
d5c6,d7c6,37
a2b2,d6d5,31
f3e5,d8c7,30
d2f4,g6g5,34
